review_title,review_description,rating
Awesome,"I am writing this review after using this mobile phone for 2 days . First of all,  I would like to thanks POCO for manufacturing this wonderful phone. Look : The design of the phone is quite attractive with a different back camera panel having a logo ""poco"" of the company. Body colour texture is excellent. It looks quite premium product. With a plastic back cover, there will be no fingerprint stick with your phone. Although, due to high capacity battery, you may feel little bit heavy on you...",5
Best in the market!,"1) Delivery on time, Properly packed with bill copy2) In the box POCO has Mobile (Tempered glass pre installed), Charger, Transparent case cover and Manual.3) Out of the box, visually the phone looks appealing. Rear camera placement and design choice looks good on the phone. 4a) To touch and feel, the rear of the phone feels more like plastic but at the same time it also feels rigid and non slippery cause of the design texture the material offers. 4b) For a big battery it carries, it ...",5
Best in the market!,"Best phone in this price... Awesome camera,performance,display.... Camera work best in 48 mp .....",5
Classy product,This product was absolutely good and it is very smooth and very useful battery very good camera and very used sensor this phone I guess you wearing this 3 phone and enjoy this life and a party time have a fun day,5
Highly recommended,Everything is better of the phone except of front camera Front camera is not as expected and photos are looks like normal cameras Apart from this battery is superrrbbbLook it hot Performance is good Rear camera is great Speaker :- Works both of the speaker while playing any sound and sound is awesomeScreen visibility is also great,5
Best in the market!,Excellent Phone total value for money camera is good display is excellent and battery is too good. Loved it....,5
Classy product,This phone is excellent and it's camera is also excellent and battery backup is good according to its price it is awesome I am very happy to purchase this phone😍😍😍,5
Excellent,"Today I have got this phone, this is very good phone in this Price. After use this phone, only front camera is little bit down and other than I'm very happy😊 thank you flipkart for faster delivery.",5
Worth every penny,Good Phone battery And camera This price price point good Phone color is so cool 😁😁😁😁😁I will get fast sale thank you Flipkart 🥰🥰,5
Wonderful,"I received my Poco M3 today (delivered by Ekart in 2 days). These are my first impressions.Design and build: Fits well in hand and it's side mounted finger print scanners ls also placed in an optimal location. A simple plastic back with curved edges. Feels little heavy.Display: Looks stunning with great colours and balanced and adaptive brightness. It's Full HD+ display is Ideal for watching videos. 60Hz refresh rate is good considering the budget but as I shifted from high end one plus, ...",5
Classy product,"This is my geniune review with POCO M3.Basically I am a one plus 8 User and purchased M3 Just for its design. I have purchased 2 varients of yellow color with 6gb 64gb.first of all I would say stay away from the negitive reviews.My honest review is, If you are looking for a great phone under 10-11k, definitely go for M3 6gb 64gb.As mentioned earlier, i have purchased 2 phones, I have not faced any lag, heat issue, battery issue and nothing.Display is really good in this price segment....",5
Fabulous!,"Good product. Best product under this value of cost. Heating is the only issue found when charging and usage while playing games. Otherwise nice product. Battery backup remarkable, 1 day for heavy using and 1³/4 nearly 2 days for moderate using. Camera is some what deserving. I'm using this for one month. You can also prefer Poco M3 if u are satisfied with my knowledge of choice.",5
Perfect product!,Iam using this phone is 1week then i write a review.Thank you so much flipkart. This phone is use very nice and cemara is also good and Battery power is goodPerformance is good overall good phone,5
Fabulous!,Poco m3 mobile products are good  i am happy Camara quality is good and battry  performance exillent Sound quality very good,5
Excellent,"Hi friends,,,this is really very nice mobile in this price segment,,, using after 1 week i wrote this review i like very much,,,,before I buy checked reviews some guy say it's average mobile ,,,but it's really nice ,,,battery is super 1 full day easily come,,,mobile performance speed also very good,,,,nice display,,,,but the camera is average also not bad,,,,so I really said ,,,guys thinking in this price range surely go for it ,,,,thanks flipkart",5
Excellent,"All things are good, very affordable price in 6GB RAM -128 STORAGE, My Son Happy with it, all game run in mobile .longer battery, and very fast response to open application -worth it- only camera performance average.",5
Must buy!,I am purchase this phone before 15 day's. Camara is goodBattery is powerfulPerformance also goodAll the things is good not bestBut in this prize range it is best phone👍👍👍👍,5
Highly recommended,"Great Phone at this Price point. Superb cool Design.. Good battery, display and overall performance is superb..Back camera good...Front Camera is average.",5
Mind-blowing purchase,U will never get this specs for this price...decent buy..Positives:1) Performance is very good...u can play pubg with low graphics neatly..6gb ram helps mob to never slowdown...5 star for performance for this price2)decent battery backup..6000mah battery makes u charge only once a day..3)decent design... although plastic body poco makes it to look attractive4)sterio speakers makes sound lound and u will experience different listening although upper speaker little bit lower than down one....,5
Must buy!,Nice phone I have buy in my life. IT is a super phone. I had watched  some reviews on Flipkart they are saying selfie camera is very poor but my Poco m3 has a funtastic selfie and back camera.In this price range it is a super phone.I am using it for 10 days and I am saying this review.Its performance is super,5
Great product,"Excellent mobile at 11k with 6GB ram, 128 memory.Full HD display , smooth touch responseExcellent sound qualityLong battery back upNo lagging issue, smooth performance.Camera not upto the mark , rest all are good and well.",5
Wonderful,"Very nice phone and the most best thing is that it is the best phone under 12000 whoever reads my coments, I suggests you to buy this phone by eyed closed. You cannot find such a good phone under 12k. Thanks.",5
Worth every penny,One of the best Smart Phone at this rate. I grabbed the best deal at this price.,5
Best in the market!,"Well,this is a good budget smartphone in 10k. 1.The camera is awesome 2.The battery life is so good 3.The performance is nice4. The phone heats up little up when playing high ram consuming games like gangster Vegas but I love the game boost feature it instantly cleans up the phone when playing the game 5.Finally it is a very good phone to buy at 10k",5
Super!,"poco m3 is great phone in this price segment (Rs. 12000)pros : 6gb ram, 128gb rom, ufs 2.1 storage system which is fast for file transfer, sidemount fingerprint senser, SD 662 processor is enough for heavy gaming, 6000 mah huge battery lasts forever..! con : default camera is not good in low light conditions. but thanks to Gcam developers, Gcam works fine in this phone and you can take superb pictures with it. The only limitation of Gcam is you can take maximum 12mp pictures even though p...",5
Great product,"Hi, I purchased POCO M3 on 20th feb 2021. I feel if you are looking for a good budget smartphone with 64/128 GB memory at an affordable price, then this is it. Camera is okay, I would say it's average, but other things like battery, memory storage and size, display are all good. I watched a few reviews from Gaurav choudhary-technical gurujii, geeky ranjit and others to name a few before going in for this phone. Value for money and without ads,",5
Highly recommended,awesome mobile with smooth performance battery life is wonderful if talk about its sound that is far better than big brands like samsung...overall this mobile is a dhamaal package in budget....go for it guys,5
Perfect product!,It's A Good Phone in this price with a Snapdragon 662 processor the camera is Very good it have a good camera quality the fingerprint sensor is so fast,5
Wonderful,Detailed Review after 10 day usePros-Look is awesome and fresh. The yellow colour comes out as very vibrant. The screen display too is very good. Though slightly low in bright sunlight.-Performance wise it works pretty well. No lag or hanging issue seen while playing games or using heavy apps-Wifi and network speed is very good-Power bckup even after heavy usage is excellent.-Rear camera does the job for you and gives pretty decent pictures.-Face unlock and finger print unlock works fa...,5
Must buy!,"It's the perfect buy considering the qualities like processor(Snapdragon), which is good for gaming n all at such a cheap price.Also camera quality is best at this price",5
Worth every penny,"Good smart phone under this price range. Front camera wasn't that good , too filtery 😀 . Okay with the rear one. Overall...satisfied .",5
Mind-blowing purchase,"Very nyc device . Decent camera,good performance, very good display,value for money 🥰.I recommend you should buy this product . I am writing this review after 5days . No complaints . I am happy with this product .Thank you flipkart . 🥰🥰🥰",5
Just wow!,Phone is really good and good features. Battery is very good. I use it whole day after charge it in morning. Camera quality is very good. Video is also very good,5
Worth every penny,"This is my first POCO phone. Great device. Awesome display. 6gb big ram. Touch is very good. Nice battery. Normal camera, is not super. But overall, this mobile phone is attractive. I like it. Actually POCO is the Xiaomi's brand. OK.",5
Terrific,This phone is very good and this mobile proceeseer is very good and performance is very good and mobile gaming experience is very good this mobile display quality is very good and this phone very good for battery backup and this mobile phone is very good for charging timing thank you to flipkart this product delivered for me I give the 5 🌟 on this product,5
Perfect product!,Just awesome camera performance is good according to the priceAnd efficient processor to the daily use Quick finger print sensor that unlocks just at 0.25 secondsAnd efficient battery it lasts upto 2 days with the normal use display is also good  providing full hd+ displayAnd the UI is good but it comes with some bloatware but we can uninstall it the mobile comes with 6gb ram it can multitask easily the dual sterio speaker is so loud  Best mobile with all the specificationsDon't think y...,5
Super!,Worth it and in this range this phone is going to nailed it but yes think before you purchase. Everything is good but somewhere there should be improvement in front camera.,5
Super!,"It is good phone , but while charging the phone experiences sever heat , it is good for games like free fire",5
Mind-blowing purchase,Poco m3 phone good looking and battery backup amazing and dual speaker is awesome overall build quality super go for it,5
Terrific,POCO M3 is  worth the price and am very happy with its performance. Flipkart delivery was prompt and great. The best option in this price range.,5
Fabulous!,It's so nice mobile phone I just love to play game in poco m3 no any disturb no any lag super fast phone with super fast charger,5
Worth every penny,"Excellent phone in this Price range. All most everything feature available in this phone which I would have been gotten in 17000 Price range phone. Like 6 GB RAM, 6000 mh battery, 42 megapixel triple camera, good processer, game booster, side fingerprint, fast charger, mobile cover also added. Overall this is the best feature phone available in this Price range.",5
Highly recommended,"Mobile is absolutely fantastic and is best to buy if one's budget within 11k, overall performance is good along with a good battery life makes it really worth purchasing.",5
Terrific purchase,In this range we got this phone is really amazing performance and some features are really satisfied thank you flipkart for this awesome product,5
Best in the market!,"The front camera is really really bad. The self image during video calls seems so weird that my iPhone 6s does a far better job. And I bought this phone as a secondary out of frustrating iphone battery and my eventual move to Android.Rest the battery, display , memory and performance is absolutely great. I'm not a gamer at all but I use a hell lot of apps ranging from transportation like Uber to shopping like Flipkart, fitness apps like Strava besides the usuals like Adobe reader, Spotify e...",5
Highly recommended,Super mobile with Super camera quality.  Fast and screen is too smooth. Very good mobile for 10k budget.  One thing is camera quality superLooking coolBattery come three daysSmooth screenGame wise asomeAll are good. Best mobile.,5
Horrible Phone at this price,"Battery is not good as shown, with regular use hardly last one day even in fresh new condition.Upon using for an hour for zoom call, the phone started to heat up too much.Camera is pathetic, even Redmi Note 4 camera is of same quality for pictures.Display is also average and so as touch screen, many times touch sensor not working, u need to try twice or thrice.Finger sensor also not working properly.Overall not a good phone even in budget range as most of the features given in specificat...",1
Hated it!,"Battery is not good as shown, with regular use hardly last one day even in fresh new condition. Camera is pathetic, even redmi 4 camera is of same quality for pictures. Display is also average and so as touch screen, many times touch sensor not working, u need to try twice or thrice. Finger sensor also not working properly. Overall not a good phone even in budget range as most of the features given in specifications are only on paper and not in practical.",1
Worthless,POCO M3 is good  phone  but it have a very cheapest display the colors of display  is very  bad many times  its display  gave the some  issues. It is not even  good for childrens.The processor ram and camera is very  good  but display  is very bad some time i touch any appp and its open other app,1
Don't waste your money,Horrible phoneWhy? 1-It heat up while charging and playing games2- Phone sensitive very less 3- there's no hands free call in game turbo so it's a pain in the neck when call came while playing games4- 4GB ram works faster than this pathetic 6GB ram5- you cannot tap forward or backward while watching YouTube but have to drag the player every time which is disgusting6-  battery never last as how it mention in the specification (4000 mah is better )and to fully charge it took almost 4 hou...,1
Not recommended at all,"Its ridiculous, I mean it's seems like a fraud. I m using POCO C3 from 1 year. It's very good till now. But after delivery of POCO M3 its battery seems like 3000mAh, it's finger print sensor is worst, It's speakers sound is good. It's hang all the time. It's RAM management is very poor. I don't know what happening in POCO. Go for other smartphone or little bit upgrade your budget.",1
Absolute rubbish!,"Why flipkart you cancel orders , don't advertise product when you can't fulfill delivery. You waste our time, efforts and keep hold of money for no reason",1
Horrible,"I got this phone on sunday...looking at positive reviews(which i now believe were all framed) on monday i made my first call and the other party was not able to hear my voice so i asked for replacement, after lot of hardwork I somehow was able to return this phone. My advice is simple - please don't buy this cheap quality phone.",1
Terrible product,Camera - 48 mp rear is average and front 8mp is worse performance Battery - 4 hour to full charge and it's dry ( empty) also fast ... 6000 mah battery !  Worse Mi all app auto update ( I stopped in play store) but without permission...Xiaomi day by day get bad image  :(,1
Did not meet expectations,Nothing much impressive. Its your own risk,1
Worst experience ever!,Battery is good Charging time is 2 hours and 15 min fullCamera avarageGaming like pubg bad gyro is very bad Never buy for gamingSpeeker is goodDisplay is avarageFingerprint is goodWhen you non intrested games you can buy this thi is a budgeted avarage smartphon😅😅😅,1
Unsatisfactory,If you want ah good camera don't buy thisIF you're ah gamer don't buy thisNow I am feeling about this phone very bad it's killed my expectation and I can't return this phone now they telling its good but Iam the long time user I never feel bad like this buying mobile in flipkart I already purchased mobile phone in flipkart only that time i am not feel like this but now upset really,1
Unsatisfactory ... Worst Camera...,Camera is very poor . Main thing about the front camera.... very pathetic video quality for whatsup calls.... very disappointment with the camera....,1
Worst experience ever!,Camera quality is poor and performance also not up to the mark so am raised a return request but Flipkart tram simply calling per day 2 calls wasting our time and money as well so they will not accept return simply they drag till 7 days replacement policy then say it's over.. so don't buy it's worst experience for me,1
Worst experience ever!,Ghtiya phone. Battery life like 4000 MHDisplay very slow  like 2007 generationsPlease don't buyMoney westing phone,1
Not recommended at all,Third class mobile... Waste of money,1
Did not meet expectations,Phone is not good please don't purchase any time bugs and errors was coming,1
Unsatisfactory,The camera is the worst part.. How's it 48 mp? It feels like a 12 mp cam.. And the front cam is unbelievably bad.. It has all the filters.. No clarity at all..,1
Absolute rubbish!,Disappointed with Camera quality. Camera quality is very poor.,1
Worthless,Mobile is hanging. Some time unable to make call. Again need to switch to aeroplane mode and switch to mobile then only able to make call. Also if someone call me number it's showing my mobile number is switch off,1
Unsatisfactory,Very bad quality. Don't purchase any one. Waste money.,1
Utterly Disappointed,Very bad products this mobile camera is very bad and very poor,1
Not recommended at all,Value for money but mobile is not so good,1
Utterly Disappointed,Severe Network Issue.,1
Did not meet expectations,Pathetic camera dont buy this phone,1
Terrible product,I'm will not order any items by the flipkart in future.,1
Useless product,I was used this mobile last 5 days. I will not recommend this the reason is belowCharging is very slow more than 3hrs required for fully chargeHeating issue,1
Horrible,"I was disappointed buying pocom3, worst battery backup, it drains very fast, the main purpose of buying this phone only is 6000 mah battery,Flipkart played a game selling bulk volume of phones,We budget people's getting cheated by this attractive advertisements.",1
Did not meet expectations,"One of the worst phone i bought i would say, out of my last 10 years online purchase.  Flipkart customer service team is also not listening the problem correctly from the begining. They sent technical person when i raised request for replacement however the person is interested in closing the ticket quickly rather than focusing problem, even if we are showing our problem via screenshot image. He said that i have to contact customer care team for complaining since this is quality defect rather...",1
Utterly Disappointed,Bad camera,1
Horrible,Worst Cameras front and back also.Touch is not working properly.Mobile very slow...6GB ka speed performance nahi hai.bakwas phone hai.,1
Worst experience ever!,Please don't buy this mobile camera is worst,1
Terrible product,Worst product don't go for 8/128 specification. Camera quality is worst. 6000 mah is only for number. Rrfund dinied by flipkart for this product.,1
Useless product,Am a pubg player  and its gyro is very very bad working😪,1
Absolute rubbish!,Their are other mobile around same price with similar configuration if you wish to buy mobile at reasonable cost. I will strongly suggest not to buy xiaomi poco series phone. Some of the series drawbacks are following. • The phone lags a lot. If you scroll mobile up and down you will see it's lag alot. I am able to make that comparison because my previous phone of infinite hot 10 with same configurations never use to lag. • Interface is mediocre and lags when you switch from one page to ...,1
Worst experience ever!,awesome phone and nice battery and design is awesome,1
Terrible product,Front and back camera are very very bad.,1
Hated it!,"Update after usage of more than a month:The screen off function during call is really problematic. While taking on the call, the screen gets on and touch happens due to which the different functions in the phone gets triggered.The device seems to be developing issues. The wifi functionality has become worse. Now, with the door of my room closed, wifi is not latching. I have to keep the phone in direct line-of-sight of the modem and only then the wifi is working.Another issue is being seen ...",1
Don't waste your money,Charger quality low 0-100% charging complete 5 hours. Useless charger,1
Unsatisfactory,Camera quality is very bad and no auto call recording option available......,1
Worst experience ever!,Worst product waste of money don't go for iy,1
Don't waste your money,Front camera are is very dull but best back camera.night vision is also poor,1
Worst experience ever!,Hot-spot not working properly,1
Waste of money!,Camera quality is very bad and features so so normal don't buy anyone,1
Useless product,"Not fully charged,100% not charging.",1
Hated it!,"Very bad features and Very Poor Quality of Camera resolution, Touch Pad not working as expected processor.",1
Useless product,Heating issue and the battery drains fast,1
Useless product,"Worst and Dull Display, Overheating while charging, Phone is lagging",1
Absolute rubbish!,"Worthless Product,camera is poor quality",1
Horrible,Camera quality very poor,1
Don't waste your money,Very low quality camara and display is yellow shade. Phone very heating disappointed this phone,1
Highly recommended,"Great Phone at this Price point. Superb cool Design.. Good battery, display and overall performance is superb..Back camera good...Front Camera is average.",5
Really Nice,"Good mobile poco m3Pros: Fullhd display, smooth tocuh response,6000mah battery, avarage weight, back disign amazing,no heatting issue,decent back cameraExcellent sound quality it's very clearCons: front camara not take a clear picture,Charging time to long .50% charging time 1 hour 35 minutes.Ovarall the price segment this mobile good",4
Wonderful,Good phone battery🔋 And camera This price point good phone 🟡 color is so cool😁😁😁 I will get fast sale thank you flipkart,5
Mind-blowing purchase,U will never get this specs for this price...decent buy..Positives:1) Performance is very good...u can play pubg with low graphics neatly..6gb ram helps mob to never slowdown...5 star for performance for this price2)decent battery backup..6000mah battery makes u charge only once a day..3)decent design... although plastic body poco makes it to look attractive4)sterio speakers makes sound lound and u will experience different listening although upper speaker little bit lower than down one....,5
Terrific,"One word review "" Value for Money""It has the potential to be a nice casual daily driverSpeakers are loud...like seriously loud.Screen size is goodThough being a LCD screen it produces decent colours. For the price at which it comes that more than enough.Camera is neither the best nor the worst, it's quite good for this price point.6000 mA battery 🔋👍🏻Though it comes with a lot of bloatware but you can just uninstall most of them (excluding system apps)Finally the Verdict is that it'...",5
Worth the money,Sound quality super 3 type sound but camera selfie camera is not good &Back camera is normally or value of moneyTotally side & angel to seen to parfect,4
Simply awesome,"Mobile is good... I bought the yellow one... Front and rear cameras are good too... But the con is pics aren't tht clear when we zoom in a lot...the picture quality is too good for short range pics as you can see... The first one or the buildings one is taken with max zoom... No heating issues with battery or while charging.... I use it for browsing, listening songs, to read books texting and calling... So on a single charge I can use it for two days... With apporx 18hrs of usage of above act...",5
Wonderful,1. Phone is perfect but Camera it's not good. 2. In this price we get many best feature but Charging is bit slow.3. For low budget it is the perfect mobile phone.,4
Mind-blowing purchase,Thank You Poco for manufacturing this Phone... Iam totally satisfied with the product keeping in mind the price of the phone...I think at this price segment it's the best choice .....Impressed by the build quality.Portrait mode works absolutely fine.. And a special thanks to flipkart team for delivering this in less than 24 hours...,5
Delightful,It's a value for money product.. But if you r a photography Anthusiast then this phone is definitely not for you.. Pubg works fine so you can play games no doubt. Battery is awesome. I deducted 1star only because in this price segment we might find better phones from realme.,4
Best in the market!,"Best phone in this price... Awesome camera,performance,display.... Camera work best in 48 mp .....",5
Classy product,This product was absolutely good and it is very smooth and very useful battery very good camera and very used sensor this phone I guess you wearing this 3 phone and enjoy this life and a party time have a fun day,5
Highly recommended,Everything is better of the phone except of front camera Front camera is not as expected and photos are looks like normal cameras Apart from this battery is superrrbbbLook it hot Performance is good Rear camera is great Speaker :- Works both of the speaker while playing any sound and sound is awesomeScreen visibility is also great,5
Best in the market!,Excellent Phone total value for money camera is good display is excellent and battery is too good. Loved it....,5
Worth the money,This phone is pretty decent Battery backup and display quality is very good at this price rangeSpeacker sound quality is also  goodPerformance is pretty fast .But only low and balance and high frame rate support on pubg.Camera quality is good.,4
Worth the money,"The phone is quite good and value for money.* Camera is kind of okay, can't complaint while considering the price.* Battery is above average, will stand for at least one and a half day for normal use. For heavy user's, I think it might stand for one day.* Display is IPS LCD display which work's very well and the quality is good for the price; also it is best display in among LCD .* Performance is satisfying, the Chipset handle's daily tasks smoothly and as this is a mid-range Chipset ...",4
Good quality product,I received my Poco M3 today (delivered by Ekart in 2 days). These are my first impressions. Design and build: Fits well in hand and it's side mounted finger print scanners ls also placed in an optimal location. A simple plastic back with curved edges.  Feels little heavy. Display: Looks stunning with great colours and balanced and adaptive brightness. It's Full HD+ display is Ideal for watching videos. 60Hz refresh rate is good considering the budget but as I shifted from high end one plu...,4
Nice,Thank you Flipkart for such a nice mobile in such a great deal. Phone camera performance is good i like it,3
Classy product,This phone is excellent and it's camera is also excellent and battery backup is good according to its price it is awesome I am very happy to purchase this phone😍😍😍,5
Excellent,"Today I have got this phone, this is very good phone in this Price. After use this phone, only front camera is little bit down and other than I'm very happy😊 thank you flipkart for faster delivery.",5
Worth every penny,Good Phone battery And camera This price price point good Phone color is so cool 😁😁😁😁😁I will get fast sale thank you Flipkart 🥰🥰,5
Horrible Phone at this price,"Battery is not good as shown, with regular use hardly last one day even in fresh new condition.Upon using for an hour for zoom call, the phone started to heat up too much.Camera is pathetic, even Redmi Note 4 camera is of same quality for pictures.Display is also average and so as touch screen, many times touch sensor not working, u need to try twice or thrice.Finger sensor also not working properly.Overall not a good phone even in budget range as most of the features given in specificat...",1
Hated it!,"Battery is not good as shown, with regular use hardly last one day even in fresh new condition. Camera is pathetic, even redmi 4 camera is of same quality for pictures. Display is also average and so as touch screen, many times touch sensor not working, u need to try twice or thrice. Finger sensor also not working properly. Overall not a good phone even in budget range as most of the features given in specifications are only on paper and not in practical.",1
Wonderful,"I received my Poco M3 today (delivered by Ekart in 2 days). These are my first impressions.Design and build: Fits well in hand and it's side mounted finger print scanners ls also placed in an optimal location. A simple plastic back with curved edges. Feels little heavy.Display: Looks stunning with great colours and balanced and adaptive brightness. It's Full HD+ display is Ideal for watching videos. 60Hz refresh rate is good considering the budget but as I shifted from high end one plus, ...",5
Pretty good,"Poco M3 is not for high end graphics games/gamers. This phone has very minor lags.This has Good battery life , decent processor , durable and excellent designAs per the specification camera is the worst in this phonebut the photo quality is good and better if clicked via gcam 8.1 apk64 gb is good but 128 gb is better for Poco m3 because it has UFS 2.2 , this can increase the phone speed a little bit.Display is decent for this price. Charging speed is low.  ir blaster and 6gb ram is impre...",4
Classy product,"This is my geniune review with POCO M3.Basically I am a one plus 8 User and purchased M3 Just for its design. I have purchased 2 varients of yellow color with 6gb 64gb.first of all I would say stay away from the negitive reviews.My honest review is, If you are looking for a great phone under 10-11k, definitely go for M3 6gb 64gb.As mentioned earlier, i have purchased 2 phones, I have not faced any lag, heat issue, battery issue and nothing.Display is really good in this price segment....",5
Value-for-money,Bought this one for normal use and its Great. Go for it if u are normal user and multitasker because it has 6 gb of ram which is very good. The Sd 662 is not a great processor but it is good for daily usage and at this price it is acceptable.If u are looking a phone for camera then this is not a great choice. It produces darker images.Battery is great and charging takes about 2 hr 15 min as it has 6000 mah battery.Display is also good produces good colours.U can do Gaming on this one...,4
Wonderful,"It's a globally launched phone and I needed a back up phone immediately after my OnePlus 7pro got stolen, so got it delivered next day and is been using this phone for past weeks. So the best thing is the screen and battery back up which continues for me for a full day though charging speed is slow and performance also slow but manageable. Front camera not upto the mark and back camera is better as this price range. Miui 12 is buggy and still needs updates for stability.I had to reinstall th...",4
Fabulous!,"Good product. Best product under this value of cost. Heating is the only issue found when charging and usage while playing games. Otherwise nice product. Battery backup remarkable, 1 day for heavy using and 1³/4 nearly 2 days for moderate using. Camera is some what deserving. I'm using this for one month. You can also prefer Poco M3 if u are satisfied with my knowledge of choice.",5
Does the job,Honest review after 1 week useNegative point1.low quality camera like 8mp2.battery not 6000mah it's like 4500mah3.Slow charging 100% charge take 5.5h4.Ram not 6gb it's like 4.5gbOverall good,3
Perfect product!,Iam using this phone is 1week then i write a review.Thank you so much flipkart. This phone is use very nice and cemara is also good and Battery power is goodPerformance is good overall good phone,5
Pretty good,Phone looks sturdy and the display is great...sound is the best thing about the phone...buttons are nicely placed. front camera is not so good..but back camera is nice. overall a nice phone,4
Expected a better product,After around 1 month of usage-Even though its a budget phone the intial days Mi Note  3 worked well than this. It sometimes get hanged and when I tried to download a 1 gb file from internet. It restarted itself.So performance wise not good.Nothing is great. Can't have a Google feed normally also.Feeling likw giving it back,2
Fabulous!,Poco m3 mobile products are good  i am happy Camara quality is good and battry  performance exillent Sound quality very good,5
Very Good,First I say flikart very vast one day delivery I'm impressed. Phone nice colorCase also worthy. Battery backup nice. Camera not bad 👍(may be they any software updates it's get better performance). I'm vary happy with poco m3I'm satisfied value for money.,4
Excellent,"Hi friends,,,this is really very nice mobile in this price segment,,, using after 1 week i wrote this review i like very much,,,,before I buy checked reviews some guy say it's average mobile ,,,but it's really nice ,,,battery is super 1 full day easily come,,,mobile performance speed also very good,,,,nice display,,,,but the camera is average also not bad,,,,so I really said ,,,guys thinking in this price range surely go for it ,,,,thanks flipkart",5
Decent product,"Selfie camera was 👎Respected buyers mobile outlook was fantastic , but if u want good camera quality don't buy these mobile..Camera quality was too low Don't buy if u look good camera mobile",3
Worthless,POCO M3 is good  phone  but it have a very cheapest display the colors of display  is very  bad many times  its display  gave the some  issues. It is not even  good for childrens.The processor ram and camera is very  good  but display  is very bad some time i touch any appp and its open other app,1
Not good,If u are buying this phone seeing the 48 megapixel back camera dont buy this phone instead go for a phone which diacloses the sensor it uses (sony Or samsung). This phone has the worst selfie cameraThe good feature it has is u get 2 speaker one at top and the other at bottom which gives u a surround sound effect. A 18watt fast charger and the finger print on the power button,2
Excellent,"All things are good, very affordable price in 6GB RAM -128 STORAGE, My Son Happy with it, all game run in mobile .longer battery, and very fast response to open application -worth it- only camera performance average.",5
Don't waste your money,Horrible phoneWhy? 1-It heat up while charging and playing games2- Phone sensitive very less 3- there's no hands free call in game turbo so it's a pain in the neck when call came while playing games4- 4GB ram works faster than this pathetic 6GB ram5- you cannot tap forward or backward while watching YouTube but have to drag the player every time which is disgusting6-  battery never last as how it mention in the specification (4000 mah is better )and to fully charge it took almost 4 hou...,1
Must buy!,I am purchase this phone before 15 day's. Camara is goodBattery is powerfulPerformance also goodAll the things is good not bestBut in this prize range it is best phone👍👍👍👍,5
Value-for-money,Good mobile poco m3 pros. 6000 mah battery and and avarage weight. once word review ' value for money ' But  Ram not 6 Gb but its like 4.5 Gb.and also very very slow charging capacity 100% carved take  minimum 5/6 hours.        But over all good.                                Thank you so much flipkart.,4
Highly recommended,"Great Phone at this Price point. Superb cool Design.. Good battery, display and overall performance is superb..Back camera good...Front Camera is average.",5
Mind-blowing purchase,U will never get this specs for this price...decent buy..Positives:1) Performance is very good...u can play pubg with low graphics neatly..6gb ram helps mob to never slowdown...5 star for performance for this price2)decent battery backup..6000mah battery makes u charge only once a day..3)decent design... although plastic body poco makes it to look attractive4)sterio speakers makes sound lound and u will experience different listening although upper speaker little bit lower than down one....,5
Does the job,"The phone looks like very good and also i liked the MI Launcher very much. But, other thinks are average.I didn't expect this type of camera, camera is very poor... The phone Heating is a big problem and also charger. When you plugged the charger for 1hour the heating of the charger looks like, you charged the charger for 10hour. Charger and phone heating is not normal.. I tell that you have to compare other phone at this price range(Narzo 20,MI 9 power) before you buy POCO M3",3
Pretty good,"This phone is best phone underr 11,000 according to price its battery, display and smoothness is best.Camera is not so good because it has 48 +2+2 camera setup but it not feels like that it feels like only 20Mp. Poco has to improve this camera quality issue.. But rest of all things are best..",4
Delightful,"I find it very suitable for my needs and give me value for money. As I don't game in mobile and don't have any fascination with cameras I am OK with the camera performance and overall phone performance.Con: 1. Although 6000mAh battery, feels like 4500.2. The earpiece from where the sound comes out while talking over phone is not that loud. You have to use headphone for clear voices.",4
Must buy!,Nice phone I have buy in my life. IT is a super phone. I had watched  some reviews on Flipkart they are saying selfie camera is very poor but my Poco m3 has a funtastic selfie and back camera.In this price range it is a super phone.I am using it for 10 days and I am saying this review.Its performance is super,5
Great product,"Excellent mobile at 11k with 6GB ram, 128 memory.Full HD display , smooth touch responseExcellent sound qualityLong battery back upNo lagging issue, smooth performance.Camera not upto the mark , rest all are good and well.",5
Must buy!,Good,5
Good quality product,Good quality,4
Not recommended at all,Motherboard gone within 5 monthsAll of a sudden it turned off by it ownFast charging gone within 3 months Disgusting 🤢,1
Awesome,Nice moblie,5
Does the job,Battery not withstanding a day. Every day need to charge. I bought this phone because of this battery alone. But not met my exception.,3
Fabulous!,"Camera quality is pathetic especially front ,overall phone is great, i am happy with the choice, if you guys are camera lover don't go for it.",5
Does the job,Not good not bad,3
Highly recommended,Budget phone,5
Fabulous!,Good,5
Perfect product!,Amazing phone,5
Terrific purchase,Good,5
Moderate,Front camera bad quality emage,2
Really Nice,OK,4
Unsatisfactory,Pathetic phone,1
Excellent,Thanks,5
Highly recommended,Niec,5
Worst experience ever!,"Worst camera , worst RAM management , phone is lagging always , battery backup is good.",1
Awesome,Nice,5
Highly recommended,Good,5
Good choice,Good products,4
Pretty good,"Best, but battery and display better than it",4
Great product,Good poco m3,5
Highly recommended,Good,5
Terrific,Good,5
Fabulous!,Good,5
Decent product,Phone is very slow,3
Wonderful,Good,4
Terrific,"amazing looking, amazing work, amazing performance wooooow",5
Terrific purchase,Outstanding performance,5
