review_title,review_description,rating
Best in this budget,"This is an amazing phone for the price. For someone coming from a pure Android background, migrating data would take a little time, and the battery backup may be quite less for the first 1-2 days. Once it is all set, I felt that the phone gives a decent battery backup. The backup with the ~1800mAh battery on this phone is somewhat comparable to that of an Android with twice the capacity.Camera is amazing for my use, as the lighting and colour tone are Natural, close to what we would see with...",5
Just wow!,"I switched from iPhone 8 to iPhone SE instead of going for iPhone 11 since SE comes with same power and great camera with a device size I can easily use and hold in my single hand. I got this delivered within one day of being available in India and it’s just great. I am a big fan of iOS and I’m deep into the Apple ecosystem with my iPad, MacBook, AirPods and an old iPod and I’m not disappointed here too. To those of you who are wondering how is it different from iPhone 8 since it practically ...",5
Terrific,"This is my first iPhone. And after using it for 6 continuous days the difference between my previous Sony XZS Android and this iPhone is easily noticeable.  The camera is better in every way. The only thing I miss about my previous phone is the 960 frame/sec super slow motion recording. Performance is way too better than android. This is fast, very very fast. If your eyes are not glued with the screen the battery life is ok. In fact this is the only issue with this phone. This one fits in my ...",5
Perfect product!,Finally most awaited first iPhone came within 3 days of order iPhone SE in one line A powerful performance in compact design and affordable ratesFirst iPhone in life where you compare each and every functionality with your previous android phone.Pros * Powerful chip at affordable price * Suitable who want to back to having experience of compact screen phone without bazzels.* Powerful camera experience with A13 Bionic chip image processing power* My personally favourite I always pref...,5
Just wow!,Most amazing camera in iphone 👌 that is my personal ask I'm Finally buy my First i phone and that latest processor and All new things amazed you it's sooo Handy and enjoyable to Use. And beat other I phones now so enjoyed it.,5
Awesome,"Brilliant performance everything is best if you compatible with small screen but battery is average , premium looks sound quality awesome handy phone camera quality ❤️❤️❤️Thanks flipkart.",5
Does the job,"Writing this review after around 1 week of use.Updating this review after a further 2 weeks of use.Initially, there was some heating on the phone, but on further use that problem has disappeared. Got to explore the camera a bit more and found it to be very good, the stability on the video is also good.Pros -      1. Good Camera Quality. Image quality is very good. Pictures are sharp. Good performance in bokeh mode.      2. Good performance. The phone has no lags so far, it is very smoo...",3
Go for it without any hesitation.,"Honest advice  :  Don't watch any tech reviewer's videos before buying this beast.I purchased this product on 6th June,2020 and here is my honest review :1. Device looks small but the way it works is truly amazing.2. if you are switching from ~6"" screen , it is going to be troublesome for a while.3. 1821  mah battery . 0 to 100% charging time is around 130 minutes. Fast charging/wireless charging is supported but fast charger is not included in box.4. Gaming Experience is amazing BUT p...",4
Mind-blowing purchase,"This is a beast. Smaller yet powerful. Sleek design and a Beauty.I will give straight reason for:Why to buy?1. If you want an iPhone2. If this is your first one3. If you want a small screen phone just for working purpose no entertainment4. If you have another phone as backup5. If you have other apple products and you want to pair this up as your latest purchase.6. If you have a decent 42k to spend without any second thought.Why not to buy?1. Battery drain, and low battery capacity...",5
Very Good,Got it yesterday 11 June ordered on 30may seller shipped on 7 June What’s happening Flipkart ? Coming to the phone. I switched from my old Se .CAMERA: it’s just Awesome in every way but those portraits lighting effects are of no use obviously mostly they won’t be used by anyone BATTERY: it’s just average it only remains for 6 to 8 hours of moderate usage DISPLAY: coming from four inch screen to 4.7 I feel like it’s huge and fair enough ( I always prefer compact phones ) Touch ID : it’s...,4
Brilliant,For ppl who prefer small displays this is the ryt choice neat n clean  top notch performance ......FOR THOSE WHO R CONCERNED ABOUT BATTERY This has 1821mAh battery but combined with a13 chip efficency is top notch . Use 10W charger which comes with ipad or buy separately within 45 mins phone charger from 0-80% The 5w included in box is waste good for nothing. Switch off optimised battery charging under battery health settings so 80-100% will b charged quickly.I use social media apps l...,5
Awesome,"I jumped from old SE to the new SE.the screen to body sized ratio is perfect for usage for a medium size palm. The highlight of this product is it’s elegance and sleek design. Looks so good in white colour. Performance is well packed with well coordinated GPU and CPU. If u are using bezel less phones then u might not consider it. But if u have decided to buy it then this product will bring a huge smile on your face in terms of speed, CAMERA, looks, iOS ecosystem and longevity of this devic...",5
Good phone for the price,"Some might say overpriced in India, but below are the PROS and CONS after 3 days of usage:Pros:1. Blazing fast processor. Runs everything thrown at it without a stutter.2. Very good single camera for daylight photography. Night time is good but not great.3. Optimal screen size for a phone for one hand use.4. Brilliant looks5. Battery life is one day when used like a phone. Watch various youtube videos to increase battery life. Optimal use of battery saver mode and screen brightness can...",5
Highly recommended,"iPhone is well known for slim and super platform for durability and shock proof..Those who want compact small and handy device cn go for it.It is good for email surfing, browsing, couple of videos per day.Camera quality is not superb but good in day lightVideo is extraordinary i can sayPerformance speed is tremendousBattery approx 1800mah is equivalent to 4000mah of other brands.White color stand unique in crowd.. because black color become traditional for all mobile handsets..Can go...",5
Super!,"My first iPhone and very happy with it. Slick and gorgeous design with perfect compact mobile. Performance is so amazing ,display softness more than 5 *. Little bit battery issues for fast drains like need to charge once in a 12 hours. May be this will solve out in next update. Definitely worth to buy than other brands.",5
Worth the money,"This is my first iPhone. I would say that coming from Android, there are some times when I feel that it is restricted in certain ways and you just have to accept it. Coming to the phone itself, camera is amazing minus the low light photography part. Battery backup is ok ok. I bought 12W Apple charger separately which charges it pretty fast so I do not worry about battery being low. Also since I am mostly at home, it doesn’t matter so much. Display is ok. Its a nice display but a small one a...",4
Highly recommended,I had been eagerly waiting for iPhone SE 2 ever since its news and articles started floating around techsites around a year back. I was using the iPhone SE (previous gen) back then and it worked brilliantly for two years before its Battery health went below 80%.An android user will never understand why an iPhone user sticks to their ecosystem despite them being expensive. Pros of iPhone SE 20201. A13 bionic chip - makes the phone a beast2. Camera - has portrait mode. Does the job brilli...,5
Value-for-money,This is the first iPhone I hv bought .. It’s bit diff for me using this first first as for so many years I hv been using android.. but I am actually liking it .. The camera omg it’s really awesome .. like it feels classy using this .. Battery is also as of now good enough .. I am writing this review after using it for 40 days.. if anyone is thinking of buying this pls go for it .. Thanks.,4
Very Good,"Great performance....!!!!!As expected from the A13 Bionic. Battery life can be avg or good depending on personal use . Have to charge the phone at least twice a day . Best Single camera setup . It is a compact phone , not quite great for video content. Great buy for 31k .",4
Terrific purchase,Its a great product. Would have given more than 5 star for the performance. Camera quality is much better than 20MP . And it operates at lighting fast pace. The only small minus point is battery. A but as i am a moderate user its perfectly fine for me. Great product as usual from apple.🙌🏻,5
Terrific,"One of the best handsets, very easy to carry & handle. Exceptional performance & amazing display, however battery is the only concern. It consumes more battery when you use internet, especially streaming videos and also while taking pictures. Otherwise everything thing is perfect. People who don’t like to carry big handsets on pocket can definitely go for this. But remember if you play more games or if u r always on internet you might need to carry a fast charger.",5
Value-for-money,"USP:1. Compact mobile which i always wanted in iPhone models2. Kickass A13 bionic chip , one of the best energy efficient apple processor produced till date.3. Camera is awesome to take pics (only day time) 4K videos 30/60 fps.Downside:1. Battery drain very fast.(googled and made it battery efficient) now it last atleast 1.5 day with moderate usage.Note: i would not advice this compact super mobile for people who are always glued to social media and YouTube.This is for someone who w...",4
Must buy!,"Very nice phone. Actually it's my first iPhone so I was very excited. Nd I'm happy with this phone.Nice phone for gaming, battery backup is not that much for gaming but I suggest buy one good powerbank or fast charger. If u have small fingers then it's best device for u.",5
Brilliant,"Very handy and comfortable to hold. Best phone to buy if you want sleek design, powerfull processor, beautiful camera and that's fits in your pocket. I didn't hesitate while buying this phone instead of oneplus 8. Afterall its your choice whether you want a phone or a tab sized phone.P.S.- it's not that small.",5
Simply awesome,I really love to use ios😍..Apple is my Favourite brand 🔥... I really love this phone. It was easy to hold and It was very fast processing mobile. In Future I will always purchase Apple mobile😍 Thank You Apple and Flipkart.,5
Super!,Great camera for pics and videos Battery life is good so far with some setting turn of which i never use and when i use i turn those on and i use it in power saving mode all the time so a full day with light gaming of 1hr or more using camera for 1hr or more listening music in my car on youtube and Bluetooth on for couple of hours it gives me full day of battery varing from 4/5 to 6/7 hours sot per dayPerformance is top notch plays every game and every task with easeVery premium phone look...,5
Classy product,One of Best phone in 2020..Excellent Camera and Performance..battery also good without Games..Thanks u Flipkart Best offer and fastest delivery .,5
Must buy!,Great device. Let me tell the Pros..1. Superb build quality 2. Great display. 3. Camera is great in good lighting conditions 4. Processing is great. 5. Sound is superb. 6. Call quality is great. 7. Red colour looks superb.8. Portrait mode photography is Superb.,5
Great product,"Who all loves older size i.e., 4.7 inch type should definitely go for this.  Nothing is better than XR, XS or 11. Best for price and usage.",5
Simply awesome,"This iPhone SE is the best phone ever you get. Beautifully designed gives a classy look in your palms. Moreover, performance wise it is a benchmark. You will not be disappointed in this budget. My purchase point was its size. If you are looking for the same you won’t be disappointed. I strongly recommend this phone to people who is more work oriented. Game loves should skip this phone as this is not a game phone. Best features with stunning looks & performance. Battery life is very good...",5
Classy product,This is my second iphone after iphone 4s. I’ve been a long time android user in between. I’ll tell you who this phone is for. Prospective buyers can then decide1. For photo and video enthusiasts. Very reliable camera. Fast and excellent picture quality. Videos are absolutely stable and professional quality. You would be amazed how many people shoot Youtube videos on an iPhone. The only downside is that the display doesn’t do justice to the photos and videos you have taken. Night photos are ...,5
Brilliant,"People talk about it’s battery backup?? man I’m in love with this handset. So clean, so smooth. Smoother than xr if you’ve used both you’ll understand. Camera better than xr. Battery of xr is better but still I’ll vote for se because of A13 Bionic chip, touch haptics and many more reasons. Its a beast in this segment. Still I want you all to feel this beast in your hand. Sexy as it looks, just a perfect masterpiece.",5
Best in the market!,"One word.. beautiful iphone ❤️ premium feelJust go for it without any doubt. Superb camera, handy, white color is soo good. This phone is for someone who don't like big screen phones.",5
Highly recommended,best compact phone i ever have.It has pretty good camera and performance.I have iphone 11pro but now i fall in love with this phone.Best phone👍👍.Go for it if u love small size phone👍👍👍,5
Just wow!,"iPhone SE 2020 Looks premium😍 Battery:-Most of the people think it’s only 1800 mAh battery???? Is it sufficient??🧐After 8 days of usage ..! in 100%chargeI have played lots of game especially pubg3Hrs of pubg with fully charge6Hrs of Heavy usages also played 1Hrs of pubg14Hrs with normal usage like .,movie,what app,Fb,Instagram and Twitter and callCharging time:- takes more than 2.5hrs with box charger and with 12w 1.50Hrs Performance:- Same like iPhone 11,11pro,11pro max (A13bionic...",5
Just wow!,"Small yet powerful phone. I am posting this review after nearly 1 month of usage.1. Performance of the phone is awesome. There is no lag experienced in using any application, games, etc.2. Battery of the phone is good. It easily lasts 1 day with full day usage of internet like mails, apps, photos, surfing, etc and calling also. This phone is for moderate phone users not gamers ( from battery point of view) . Else you may have to charge it twice a day for heavy usage. For moderate users lik...",5
Perfect product!,"The powerful small phone that I always wished for !!Nowadays the fad is big screen phones but for me, I like a small powerful phone with awesome camera. Ticked all the boxes that I had in my mind. Switched from android. Never going back!",5
Wonderful,"Like It, Apple SE very nice and handy mobile, we can use it by single hand, like it too much if you are going single handy mobile you can go with Apple SE 2020 without any hesitation.",5
Super!,"After using this Device as my daily driver for over a month i can say that , It’s inbuilt AI and Machine Learning is so good that it manages all my things by itself, and even after having a small battery of 1800 MAH, it performs all day with some juice left, which is impressive. Awesome Camera, amazing Performance thanks to A13 Bionic. Suggestion go for 128GB it will help you in long run. Overall a very good and nice product.",5
Best in the market!,"As being a frequent apple user, I couldn't find much of a difference when comparing to IPhone 6.The size and display are the same of IPhone 6 and ofcourse there is 0 negative comments for the A13 chip. It is super fast✌️.Overall it's the same iPhone 6 with an A13 chip and the generation updates a smartphone can get in 2020.No negative comments for the camera, apple is always the topper in capturing moments and SE2 has got the studio lights, a front facing portrait camera, a wider photo fr...",5
Classy product,"First of all we will talk about battery it has 1800 mah battery ,but u know what it works like 4000 mah truly amazing phone with optical image stabilisation in video with editing option 64 gb variant is too good go for it",5
Best in this budget,"This is an amazing phone for the price. For someone coming from a pure Android background, migrating data would take a little time, and the battery backup may be quite less for the first 1-2 days. Once it is all set, I felt that the phone gives a decent battery backup. The backup with the ~1800mAh battery on this phone is somewhat comparable to that of an Android with twice the capacity.Camera is amazing for my use, as the lighting and colour tone are Natural, close to what we would see with...",5
Just wow!,"I switched from iPhone 8 to iPhone SE instead of going for iPhone 11 since SE comes with same power and great camera with a device size I can easily use and hold in my single hand. I got this delivered within one day of being available in India and it’s just great. I am a big fan of iOS and I’m deep into the Apple ecosystem with my iPad, MacBook, AirPods and an old iPod and I’m not disappointed here too. To those of you who are wondering how is it different from iPhone 8 since it practically ...",5
Terrific,"This is my first iPhone. And after using it for 6 continuous days the difference between my previous Sony XZS Android and this iPhone is easily noticeable.  The camera is better in every way. The only thing I miss about my previous phone is the 960 frame/sec super slow motion recording. Performance is way too better than android. This is fast, very very fast. If your eyes are not glued with the screen the battery life is ok. In fact this is the only issue with this phone. This one fits in my ...",5
Perfect product!,Finally most awaited first iPhone came within 3 days of order iPhone SE in one line A powerful performance in compact design and affordable ratesFirst iPhone in life where you compare each and every functionality with your previous android phone.Pros * Powerful chip at affordable price * Suitable who want to back to having experience of compact screen phone without bazzels.* Powerful camera experience with A13 Bionic chip image processing power* My personally favourite I always pref...,5
Just wow!,Most amazing camera in iphone 👌 that is my personal ask I'm Finally buy my First i phone and that latest processor and All new things amazed you it's sooo Handy and enjoyable to Use. And beat other I phones now so enjoyed it.,5
Awesome,"Brilliant performance everything is best if you compatible with small screen but battery is average , premium looks sound quality awesome handy phone camera quality ❤️❤️❤️Thanks flipkart.",5
Mind-blowing purchase,"This is a beast. Smaller yet powerful. Sleek design and a Beauty.I will give straight reason for:Why to buy?1. If you want an iPhone2. If this is your first one3. If you want a small screen phone just for working purpose no entertainment4. If you have another phone as backup5. If you have other apple products and you want to pair this up as your latest purchase.6. If you have a decent 42k to spend without any second thought.Why not to buy?1. Battery drain, and low battery capacity...",5
Brilliant,For ppl who prefer small displays this is the ryt choice neat n clean  top notch performance ......FOR THOSE WHO R CONCERNED ABOUT BATTERY This has 1821mAh battery but combined with a13 chip efficency is top notch . Use 10W charger which comes with ipad or buy separately within 45 mins phone charger from 0-80% The 5w included in box is waste good for nothing. Switch off optimised battery charging under battery health settings so 80-100% will b charged quickly.I use social media apps l...,5
Awesome,"I jumped from old SE to the new SE.the screen to body sized ratio is perfect for usage for a medium size palm. The highlight of this product is it’s elegance and sleek design. Looks so good in white colour. Performance is well packed with well coordinated GPU and CPU. If u are using bezel less phones then u might not consider it. But if u have decided to buy it then this product will bring a huge smile on your face in terms of speed, CAMERA, looks, iOS ecosystem and longevity of this devic...",5
Good phone for the price,"Some might say overpriced in India, but below are the PROS and CONS after 3 days of usage:Pros:1. Blazing fast processor. Runs everything thrown at it without a stutter.2. Very good single camera for daylight photography. Night time is good but not great.3. Optimal screen size for a phone for one hand use.4. Brilliant looks5. Battery life is one day when used like a phone. Watch various youtube videos to increase battery life. Optimal use of battery saver mode and screen brightness can...",5
Highly recommended,"iPhone is well known for slim and super platform for durability and shock proof..Those who want compact small and handy device cn go for it.It is good for email surfing, browsing, couple of videos per day.Camera quality is not superb but good in day lightVideo is extraordinary i can sayPerformance speed is tremendousBattery approx 1800mah is equivalent to 4000mah of other brands.White color stand unique in crowd.. because black color become traditional for all mobile handsets..Can go...",5
Super!,"My first iPhone and very happy with it. Slick and gorgeous design with perfect compact mobile. Performance is so amazing ,display softness more than 5 *. Little bit battery issues for fast drains like need to charge once in a 12 hours. May be this will solve out in next update. Definitely worth to buy than other brands.",5
Highly recommended,I had been eagerly waiting for iPhone SE 2 ever since its news and articles started floating around techsites around a year back. I was using the iPhone SE (previous gen) back then and it worked brilliantly for two years before its Battery health went below 80%.An android user will never understand why an iPhone user sticks to their ecosystem despite them being expensive. Pros of iPhone SE 20201. A13 bionic chip - makes the phone a beast2. Camera - has portrait mode. Does the job brilli...,5
Terrific purchase,Its a great product. Would have given more than 5 star for the performance. Camera quality is much better than 20MP . And it operates at lighting fast pace. The only small minus point is battery. A but as i am a moderate user its perfectly fine for me. Great product as usual from apple.🙌🏻,5
Terrific,"One of the best handsets, very easy to carry & handle. Exceptional performance & amazing display, however battery is the only concern. It consumes more battery when you use internet, especially streaming videos and also while taking pictures. Otherwise everything thing is perfect. People who don’t like to carry big handsets on pocket can definitely go for this. But remember if you play more games or if u r always on internet you might need to carry a fast charger.",5
Must buy!,"Very nice phone. Actually it's my first iPhone so I was very excited. Nd I'm happy with this phone.Nice phone for gaming, battery backup is not that much for gaming but I suggest buy one good powerbank or fast charger. If u have small fingers then it's best device for u.",5
Brilliant,"Very handy and comfortable to hold. Best phone to buy if you want sleek design, powerfull processor, beautiful camera and that's fits in your pocket. I didn't hesitate while buying this phone instead of oneplus 8. Afterall its your choice whether you want a phone or a tab sized phone.P.S.- it's not that small.",5
Simply awesome,I really love to use ios😍..Apple is my Favourite brand 🔥... I really love this phone. It was easy to hold and It was very fast processing mobile. In Future I will always purchase Apple mobile😍 Thank You Apple and Flipkart.,5
Great product,Honestly best package from apple. Super handy. I don't like big phones. This phone is perfect for me and would definately recommend to everybody. If you compare antutu and geekbench scores with of iphone 11; this easily beats the iphone 11.,5
Highly recommended,"Best phone for those using Iphone 6,6s,7,8And best camera and best portrait mode with A13 Bio chip, Very smooth Touch and Best features with value of money.",5
Terrific,"My first iphone ......,I just switched my vivo S1 pro to iphone SE 2 2020 and I would like to say something about this iphone ..It's amazing .Those guys who want a cute small and handy phone so just go for this iphone. 🤘🤘🤘❤️",5
Highly recommended,Each and every Paisa you is worthyCamera section is a great upgrade Performance is a beastIt’s just a old design but still amazing design to hold in hand.I upgraded from old SE and satisfied to the core,5
Brilliant,So fast as light  classy premium look  at affordable price thank you flipkart for easy delivery,5
Must buy!,Best camera phone Image processing is best Best display and battery life is also best Best processor Overall best phone U can look after images also,5
Perfect product!,"Speed is Awesome , high quality Camera with portrait mode , more handy than big screen mobiles, Premium look & design , sound quality is boom , very happy After purchase this",5
Perfect product!,"This Phone is Simply Brilliant.The fastest mobile processor from Apple, A13 bionic chip can tackle any task without breaking a sweat. The CLASSIC Design is the reason to buy this phone as it is so easy for one hand operation. Camera performance and Battery backup has been improved significantly over the predecessor. Definetely a Value for your Buck.",5
Worth every penny,Best model if you wish to enter the Apple ecosystem. Flawless product and seamless experience. I love this phone.,5
Best in the market!,"Hey iPhone lovers. If you like small phone you'll love it. A13 performed like a beast. Performance is top notch. If your budget tight, then go for it. You never disappoint after use it. And Apple iPhone security is best.",5
Terrific purchase,Excellent phone from Apple... Almost same like iPhone 7 and 8 with latest processor. I can feel the speed very much compared to the iPhone 6s. It’s awesome budget phone from iPhone family.,5
Great product,"Excellent phone , flawless performance The massive upgrade for the user who are using the iphone SE ( 1 gen) just like me",5
Super!,"This is good phone for someone who never used iphone yet but of someone using/used any one of iphone 6 , 7 and/or 8 then there is no much difference between the features except performance. With the provided features the price is too high for this phone. If someone is looking for upgrading then I would strongly suggest you to go for iPhone XS or later versions. This is completely my own opinion and please read other reviews as well before making a decision to purchase this product.",5
Super!Little Champ is here!,"In one word its Superb, Ignore negetive comments regarding Battery life,Its stays easyly a day for Ofiicial work Purpose.Build quality,Camera,Speaker Out put(Earpiece and Phone speaker)is top notch and apple airpod is just cherry on top..i have switched from 6 inch display to this phone not at all any issue.super smooth ios a big thumps up! overall its a fantastic gadget.",5
Excellent,"Mini Black BeastWho likes handy best option with solid device and super fast performanceBattery stands for 4 to 5 hrs.Over all satisfied as a first time iPhone userFavourites in this device speed,ui, camera portrait image features, mini device with solid build.",5
Perfecto !,"1 Week after using the phone I am Simply Loving it!I did a lot of research and was confused in Iphone XR, SE 2020 and One plus 8If you are Ok with older design/big bezels or looking for GREAT Camera in budget phone or moving from Android to IOS, this phone is best for you.Camera(Portrait in selfie mode), Build quality, A13 Bionic Chip, Compact design, latest OS(software support for at least 4 years) is simply Bang On!Downs :Night mode Camera quality is not good.Battery is not the best...",5
Unsatisfactory,Everything is fine of this mobile except battery. Battery consumption at 8-10% Brightness inVideo call : almost 4% reduction for every 5-6 mins. Phone call : almost 1% reduction for every 4-5 mins. Which seems to be bit faster consumption. First iPhone I’m using. I’m not sure about regular battery consumption rate. But this doesn’t look nice to me.,1
Terrible product,It’s not good product ...it’s cost is more quality is not good every time is hangout..battery consumption is more at least half day also not get in ...finally my best suggestion is choose another one...,1
Did not meet expectations,Users shifted from android to iphone may feel not worthy. In this price range we will get better phone in android   But Only satisfactory thing is the Brand and durabilityPerformance is goodSome automation functions are goodCamera AvgFast charging is plus from 20 to 70 % it took 30 to 40 min but to get 100% it took another 2 hoursI liked the size of the mobile so i choose thisThe below review is after 5 months of useMobile look was quality is good but it is too sensitive it got stopped...,1
Did not meet expectations,I have given my Redmi note 4 phone in exchange and there was very small issue with my phone and they have taken Rs. 1800. But when I am seeing the my order it's showing that my exchange is cancelled... Your persons are doing fraud and taking phone... They are cheating and making pressure and showing some undue fault on exchange phone and trying to take money.. This is done with me today... Pls connect me and talk to me.,1
Worthless,"Less than one star-  or Less than zeroServices of E Cart , CCE & Seniors support system also less than zero.Worst to worst system of Flipcart & E Cart & never seen in the career of my 28 years of job.Fully frustrated from Flipcart & courier E Cart.Never recommend Flipcart from today onwardsThink about a lot before purchasing from Flipcart.Irresponsible person/ staff of Flipcart & E Cart. only one objective how can we harrase the customers.",1
Don't waste your money,"Defective piece received. But according to flipkart policy, they don't cover defects and will not replace.Thanks to flipkart and it's policy. Customer suffered earlier, suffering now and will always suffer.",1
Worst experience ever!,"Battery issue, it drains very fast also phone gets heated sometimes",1
Worst experience ever!,"This was my first iPhone. After a month, my phone has stopped running. I just put the phone on charging and after an hour I saw that the phone did not start. Neither the phone was charging nor the phone was starting.  I have just given the phone to the service center. Other than this the phone battery drains very quickly. So it is my opinion that buy the phone thoughtfully. I thought the quality of the iPhone is good, but after that, I have lost faith in the iPhone as well. I am very disappoi...",1
Worthless,I am really disappointed with the performance of this product.. Battery health deteriorated by 1% within 14 days.,1
Waste of money!,Wasted Battery!It does not even last of 5 hours of using 4G internet that too on single sim.Apps get force closed!Totally disappointed,1
Hated it! Charger and ear phone not included in this model.,Charger and ear phone not included in this model,1
Unsatisfactory,Battery drain after 3 months. battery heath reduces 100 to 96%. And after using 6 months battery 🔋 health  becomes 86% that’s very bad impact.,1
Not recommended at all,"After a week of usage, battery life reduced drastically. In a bare minimum scenario, where I am not doing any heavy lifting like playing games, recording etc. Still battery life is not good at all.",1
Worst experience ever!,Charging issue,1
Faulty product,Battery screwed. There is some defect. The phone keeps shutting down and battery drops from 99 to 10 % in 2 hours,1
Don't waste your money,"Worst service by Flipkart... we bought this phone in big billion day sale... package was received in satisfactory condition... so we put SIM card, set up Apple ID and started using .., the very first call we made had speaker issues... the speaker sound was very low even kept at full volume... no clarity while listening during voice callsThis issue has been reported the very same day... but it took 3-4 days and we were waiting for resolution... but shocked to see that ... our ticket was clos...",1
Terrible product,1st time using iphone Worst battery performance When mobile data on with in a hour Battery comes down from 100% to 10%Very worst battery performanceWhen data on mobile gets heating up lot,1
Horrible,Battery is draining soon. Performance wise it's good,1
Flipkart is cheating with their customers,Very bad experience with Flipkart - Even though I have provided them screenshot on the social media - they have refused to give the product along with the accessories - I would not advise anyone to order through this site.,1
Worthless,8 months old. Heating issues and EarPods controls not working!!!!,1
Don't waste your money,Battery is pethetic,1
Absolute rubbish!,Battery damaged within 3 months,1
Utterly Disappointed,Phone is ok but the delivery service is bad . Packing was bad,1
Horrible,Very Bad battery backup. Sucks to the core. Waste of money.,1
Did not meet expectations,"I have purchased the product in the month of October, 2020. Just six months I have used the product and I take care of my phone in well manner but the phone is suddenly being shut down and near about 1 day totally it becomes in that condition. Very bad experience of taking such a costly iPhone from  Flipkart.",1
Worthless,I bought 10 days before.. battery life is just 2 hours..Worst experience buying this phone,1
Utterly Disappointed,The buyer is not genuine and harassed the customer till the end without any solution,1
Very poor,"Don't buy any product from Flipkart, they are least supportive it you are in trouble with your purchase with Flipkart. Bad experience.",1
Waste of money!,Battery is very poor . It coudnt stay for full day even without using net also..If you need primary phone don't buy it.Second sim is digital sim.,1
Don't waste your money,"Screen is very delicate, My mobile screen was broken as it’s just fell down from my pant pocket",1
Not recommended at all,"Its just been 2 days and phone has started to heat up after turning on WIFI ,without installing any applications. Facing fingerprint touch issue .Facing overall touch issue .",1
Worthless,The battery started to get recharging twice a day from the fourth month and by 7th month it is charged thrice a day. Very bad battery. Low performance camera compared to others.,1
Worthless,Not that great You can buy better phones in this price range,1
Worthless,Within one week of purchase WiFi Bluetooth and screenshot not working,1
Useless product,Mic is not working,1
Useless product,"Not worth the price. Have same old network antenna , network issues, call drops and many more.",1
Don't waste your money,Worst performance,1
Not recommended at all,Heating problem and battery problem,1
Not recommended at all,battery is not get fully charged & cell getting  too hitting too much as per value its not worth to have I phone SE 202O,1
Not recommended at all,Phone is perfect 👍 no doubt by the main problem with this iphone is battery problem its takes about 2hrs 20 mins to fully charged from 0-100% and this Very big problem..apart from that phone is really good i just love it ..,1
Waste of money!,Only thing that matters now a days is a long lasting battery. In times of now when everything is working on 4g network this phone is not a worth. PLEASE DON'T SPEND YOUR MONEY ON THIS.,1
Don't waste your money,home button is not working . it is staying with Siri. Please help.,1
Very poor,Phone keeps turning off...it's only been a day since I bought my phone,1
Horrible,Battery backup is not so good for heavy user..If you play game like pubg then hardly this will give 1.30 hrs backup,1
Unsatisfactory,It has weak cellular signals and hotspot is not strong even using multiple sims...,1
Did not meet expectations,Defective pice,1
Worst experience ever!,Battery backup is worst..,1
Don't buy if you are used to with bigger screen.,"I you were using full-display earlier, this would look outdated, the problem with smaller screen is the typing. With smaller screen you wan't get enough are to type, and bezels looks pretty bad.",1
Did not meet expectations,"Worst ever product from iPhone, average camera,  worst battery back up need to charge the phone twice in a day of you gets more than 30 calls in a day, no value for money...not worth buying it....",1
Don't waste your money please stay away from higly priced SE,"The product was faulty even before using it for one month. Please refrain from buying this product.  Regreting the purchase. Most disappointing thing is that, for getting the service done we need to wait for one or two months and that too they are not sue wheter the product will get replaced or repaired.Being a product from apple, we dont expect such issues which will affect the people who use the product for daily purposes.My recomendations will be buy iphone 7 or 8 and SE dosent make an...",1
Super!,Great camera for pics and videos Battery life is good so far with some setting turn of which i never use and when i use i turn those on and i use it in power saving mode all the time so a full day with light gaming of 1hr or more using camera for 1hr or more listening music in my car on youtube and Bluetooth on for couple of hours it gives me full day of battery varing from 4/5 to 6/7 hours sot per dayPerformance is top notch plays every game and every task with easeVery premium phone look...,5
Classy product,One of Best phone in 2020..Excellent Camera and Performance..battery also good without Games..Thanks u Flipkart Best offer and fastest delivery .,5
Must buy!,Great device. Let me tell the Pros..1. Superb build quality 2. Great display. 3. Camera is great in good lighting conditions 4. Processing is great. 5. Sound is superb. 6. Call quality is great. 7. Red colour looks superb.8. Portrait mode photography is Superb.,5
Great product,"Who all loves older size i.e., 4.7 inch type should definitely go for this.  Nothing is better than XR, XS or 11. Best for price and usage.",5
Simply awesome,"This iPhone SE is the best phone ever you get. Beautifully designed gives a classy look in your palms. Moreover, performance wise it is a benchmark. You will not be disappointed in this budget. My purchase point was its size. If you are looking for the same you won’t be disappointed. I strongly recommend this phone to people who is more work oriented. Game loves should skip this phone as this is not a game phone. Best features with stunning looks & performance. Battery life is very good...",5
Wonderful,Mobile is very handy. Packed with good performances and nice camera. This is my first iPhone. Very good experience with Apple. Battery is worst. I am hardly getting 5 hours screen on time.  Positive thing is I came to know how many hours I was spending on my mobile. Because of poor battery now I am only using mobile for 4 hours a day.,4
Iphone SE Budgeted Phone of 2020?,"I have Purchased The new Iphone SE 2020 on 20th May 2020, So based on my usage for a week I can rate the product as follows* Pros: 1) Display quality seems to be very good.              2) Camera quality is excellent , takes a very sharp images without any blurriness.              3) Touch sensor works very precisely              4) Durability of the phone is good as the quality of body is made of 6000K aluminum which is one of the most durable aluminum in the mobile-industry           ...",3
Classy product,This is my second iphone after iphone 4s. I’ve been a long time android user in between. I’ll tell you who this phone is for. Prospective buyers can then decide1. For photo and video enthusiasts. Very reliable camera. Fast and excellent picture quality. Videos are absolutely stable and professional quality. You would be amazed how many people shoot Youtube videos on an iPhone. The only downside is that the display doesn’t do justice to the photos and videos you have taken. Night photos are ...,5
